text,intent_name,umap_x,umap_y
what do i need in order to change my oil,oil_change_how,-3.0623164,-3.7706249
read back my day for march 4th 2019,calendar,18.888985,6.306185
please remove an event from this calendar,calendar_update,17.473478,4.854989
how long is it acceptable to carmelize onions,cook_time,-1.11502,16.720951
i need you to increase the speaker volume,change_volume,8.891115,-7.7825775
make sure my reservation at umami with carl is canceled,cancel_reservation,10.514991,4.594365
how long does it take tomatoes to expire,food_last,-0.0002457292,15.16876
apple cider has been in my fridge for four months so can i still drink it,food_last,0.16067962,14.6716385
what kind of oil do i need for my ford truck and how can i change it,oil_change_how,-3.1038597,-3.5709102
how long should i cook the eggs for,cook_time,0.63903123,16.648172
please clear my calendar,calendar_update,18.130087,4.5820546
lets go threw some trivia on sports,fun_fact,10.150414,13.566421
"for the calendar, on february 8 add moms birthday",calendar_update,17.763218,5.6231933
get rid of everything on my calendar for march 2nd,calendar_update,17.92034,4.780093
go ahead and increase the volume to 4 please,change_volume,6.0507183,-9.139164
walk me through changing the oil on a tesla,oil_change_how,-2.2153986,-3.3321238
is there a limit to how long you can store bread in the freezer,food_last,-0.71683097,15.720771
i want to know a fun fact about pluto,fun_fact,10.969058,12.928647
read my calendar for march 7th,calendar,18.669159,6.1742663
i should use what kind of oil and can you help me change it,oil_change_how,-2.9177914,-3.9716265
has the leftover hamburger from last saturday gone bad,food_last,-0.17253001,16.057295
how easy is it to change your own oil,oil_change_how,-2.5387604,-3.6920245
i have to cancel my reservation after all,cancel_reservation,11.085418,4.44528
what could i do for fun in kentucky,travel_suggestion,13.396069,15.268558
volume 4 set,change_volume,6.3134675,-9.583723
cancel my reservation for 5 at the loft,cancel_reservation,11.333716,3.7127287
how long do i need to cook roast for,cook_time,-1.5692303,17.47907
turn on your whisper mode,whisper_mode,11.649255,-8.54012
what do i need to change my oil,oil_change_how,-3.0477226,-3.810838
tell me a joke about elephants,tell_joke,10.263403,12.334625
how long are eggs good for,food_last,0.7066724,16.477318
how long do i need to cook beef stew for,cook_time,-1.6177695,17.395372
can you change the volume to 4,change_volume,6.2884755,-9.4453945
oil type and do it yourself oil change information please,oil_change_how,-2.7131035,-3.7694297
what are some local attractions in portland,travel_suggestion,12.96236,15.068639
do you have a list of funny jokes,tell_joke,8.267637,11.107131
how do i change my oil and what kind do i need,oil_change_how,-2.90077,-3.924349
what can a tourist in denver do,travel_suggestion,13.084358,15.728715
oh shut the hell up would you,cancel,9.885473,-4.167139
anything on the schedule for october 14th,calendar,18.272575,6.356242
when should i change my oil next,oil_change_when,-4.465022,5.671819
volume to 4,change_volume,6.2647448,-9.575944
get rid of my reservation at chez francois for jennifer,cancel_reservation,11.249315,4.3999124
how do i make you stop talking,cancel,9.542159,-4.3081193
how long should i cook a spiral ham,cook_time,-1.6302431,16.017458
how do i change my oil with the correct type,oil_change_how,-2.818291,-3.9727738
i need to know how to change my oil,oil_change_how,-2.4334626,-4.0453353
how many minutes are involved in the preparation of curry,cook_time,-1.4799175,17.33228
when should i get the oil changed in my car,oil_change_when,-5.070113,5.7824483
give me some ideas of what to do during my trip to dallas,travel_suggestion,13.305545,15.452304
cancel my 8:00 pm prime rib reservation,cancel_reservation,11.172998,4.4495153
i want to learn a neat fact about black holes,fun_fact,10.992734,12.953
when must i change oil,oil_change_when,-4.5879207,6.0626507
set volume higher,change_volume,8.45333,-6.7955365
when do i need my next oil change,oil_change_when,-4.796407,5.769821
"you can remove the brithday party from my calendar fpr january 15, 2019",calendar_update,17.357737,5.010203
can you share something interesting about world war one,fun_fact,9.9960165,13.071937
turn volume to 4,change_volume,6.313196,-9.522274
please cancel my reservation at red lobster for 6,cancel_reservation,11.76864,4.052413
tell me a fact about the maned wolf,fun_fact,10.301805,12.211905
have you heard any great jokes lately,tell_joke,8.328787,11.0492525
i need to add my doctor's appointment to my calendar for the first,calendar_update,19.38266,4.710966
switch to the whisper mode,whisper_mode,11.942569,-8.332166
what's the recommended cooking time for steak,cook_time,-0.40204173,16.928202
can you show me how to change the oil for my car,oil_change_how,-2.4650736,-2.774341
please remove fishing from my calendar for soccer,calendar_update,17.092308,4.479744
i need you to stop talking now,cancel,9.549279,-4.3402333
i would like to hear something funny,tell_joke,9.094024,11.6741705
can you cancel that request,cancel,11.109101,-3.9278705
i want to hear jokes about toddlers,tell_joke,8.353034,11.264153
hush,cancel,9.937482,-6.7935553
actually forget that i don't need it,cancel,10.810371,-3.899834
clear my calendar for november 11th,calendar_update,18.100971,4.5345087
switch to whisper mode,whisper_mode,12.012369,-8.374784
volume should be set at 4,change_volume,6.2053585,-9.525397
put a reminder on the calendar to buy a gun on march 1st,calendar_update,18.583595,6.091676
do you know anything funny about cats,tell_joke,9.910776,12.399104
stop and go back,cancel,10.197476,-3.7744942
please turn your volume up,change_volume,8.606756,-7.3570676
take lunch off my calendar on the 3rd,calendar_update,17.02953,5.4356823
go back to whisper mode,whisper_mode,11.474357,-8.707475
how long to reheat chinese food,cook_time,-1.0527357,16.879225
please explain the steps to change oil,oil_change_how,-2.1632552,-3.6611156
name some tourist things to do in seattle,travel_suggestion,12.873573,15.408536
how long will it take to make the wings,cook_time,-1.0748683,17.571056
how soon should i have my oil changed,oil_change_when,-4.0408683,6.069334
how do i change the oil for my car,oil_change_how,-2.6782758,-2.7580886
when is my car due for its next oil change,oil_change_when,-5.2029166,5.069509
tell my something funny,tell_joke,8.880301,11.838567
can you tell me a joke about politicians,tell_joke,8.749559,11.077738
i want to cancel the reservation for mercury at the ritz,cancel_reservation,11.07276,4.2972436
how long can i put pizza in the fridge,food_last,-0.6808211,15.481605
please tell me trivia about hamburgers,fun_fact,-0.22502342,16.365425
do i have anything on my schedule for may 3,calendar,18.52942,6.374301
let's try whisper mode,whisper_mode,11.764831,-8.460633
can you tell me a joke,tell_joke,9.170828,10.7545805
i want to cook a lasagna please tell me how long it will take,cook_time,-0.62242264,17.764828
how do you change car oil,oil_change_how,-2.7229242,-2.7115574
i intend to learn how to change oil,oil_change_how,-1.9169966,-3.3869405
what is on my calendar next sunday,calendar,17.826283,6.3827443
what should i put on the timer to cook this dish,cook_time,-1.3373493,16.870216
what is the way to change motor oil,oil_change_how,-2.734585,-3.0156515
what is tuesday's calendar like,calendar,17.891785,6.411639
how long should i cook pho for,cook_time,-1.323886,17.221886
go to whisper mode until i say to go back to normal,whisper_mode,11.519536,-8.6764965
give me trivia about bats,fun_fact,10.263736,13.29041
boost volume to 4,change_volume,6.14115,-9.316293
what's the funniest joke you know,tell_joke,8.4179735,11.070335
how long can you keep chicken in the freeze before it goes bad,food_last,-0.091644235,16.04075
remove the june 12 event called sasha's wedding from my calendar,calendar_update,17.427769,4.909689
what's the prep and cooking time on pizza dough,cook_time,-1.0923022,16.178366
tell me what's on the calendar for saturday,calendar,17.65176,6.535604
what to do in minneapolis,travel_suggestion,13.154725,15.408692
i need you to cancel my reservation for smith at the williams diner,cancel_reservation,11.474907,4.4144645
what date should i next change my oil,oil_change_when,-4.4754157,5.5719757
when do i need to change my oil again,oil_change_when,-4.5132537,6.2043877
how long should i cook the ham for,cook_time,-1.5579033,15.999991
where should i spend my time off,travel_suggestion,13.394077,16.877365
you must increase the volume to 4 please,change_volume,5.9575176,-9.090338
how long does it take to cook a pork chop,cook_time,-1.4856588,15.905363
read me some fun facts,fun_fact,11.105444,12.905046
how long do i put the casserole in,cook_time,-1.3116727,16.697474
i'd like to turn up the volume,change_volume,8.48011,-7.505087
can you undo the reservation,cancel_reservation,10.989302,4.532025
know any dad jokes,tell_joke,8.303653,11.2298975
when will my eggs go bad,food_last,0.7304282,16.326538
talk in whisper voice,whisper_mode,10.867103,-7.5997076
please raise volume,change_volume,8.672224,-6.933593
how could i replace my oil and what form of oil ought to i take advantage of,oil_change_how,-2.9251506,-3.8704069
make the volume louder,change_volume,9.055936,-7.0849795
when does this car need oil changes,oil_change_when,-5.133102,5.789215
lunch with deb at noon today,calendar_update,16.941368,5.4763665
i would like to have march 5th's 5k added to my calendar,calendar_update,18.369822,6.2510586
procedure to change oil in car,oil_change_how,-2.660448,-2.633925
if i cook the pizza at 400 degrees how long must it be in for,cook_time,-0.8336562,15.807492
how long to cook a frozen pizza,cook_time,-0.8964672,15.848653
what am i supposed to be doing today,calendar,17.90581,6.683715
a volume of 4 is ideal please,change_volume,6.252556,-9.588366
can i have my volume increased,change_volume,8.599794,-6.862105
increase the volume level to 4,change_volume,6.072972,-9.182954
quit,cancel,10.283336,-3.7118623
how do i switch out my oil,oil_change_how,-2.480877,-4.0941467
what do i have going on may 4th,calendar,18.66997,6.553445
i'm due for an oil change and need assistance doing it and also need to know what kind of oil the car takes,oil_change_how,-2.9489677,-3.4507837
how long will the chicken take to cook,cook_time,-1.2049834,17.628468
i wanna know how long can i keep pizza in the freezer for before it goes bad,food_last,-0.5774161,15.575061
is the tofu i put in the fridge tuesday still edible today,food_last,0.053966325,15.521717
i want to know some trivia about our solar system,fun_fact,10.599598,13.155049
how long does it take to make pho,cook_time,-1.1498003,17.367598
turn your vocals down,change_volume,8.669224,-7.4893165
"ai, stop talking",cancel,9.717869,-4.167027
give me a fun fact about kangaroo,fun_fact,10.693499,12.636008
tell me a joke about animals,tell_joke,9.9665365,12.055954
are there any active events for march 4th 2019,calendar,18.932726,6.159426
how many minutes to melt cheese,cook_time,-0.89808154,16.431566
go to whisper mode until my morning alarm goes off,whisper_mode,12.241918,-8.686457
what's the best place to travel to this time of year,travel_suggestion,13.44869,17.007832
"whisper mode, stop",whisper_mode,12.349631,-8.55272
give me an interesting fact about antarctica,fun_fact,10.988026,13.2878685
show me how to change my oil,oil_change_how,-2.3128524,-4.033644
bring the sound up,change_volume,8.606796,-7.2051415
do i have any appointments on tuesday,calendar,18.879755,5.492434
give me instruction mannual on how to change oil,oil_change_how,-1.9133987,-3.792617
check my calendar to see if an event called final exams exists,calendar,18.045935,5.5666013
is my calendar free next sunday,calendar,17.8706,6.2868843
what is on my calander for valentines day,calendar,18.274693,6.4549403
add my spa appointment on the 12th to my calendar,calendar_update,19.289188,4.8114085
i need to cancel my reservation for rob at red robin,cancel_reservation,11.321777,3.2351213
what are some fun local experiences in canada,travel_suggestion,12.996119,15.961595
hit me with a good joke,tell_joke,8.891995,11.001982
how long does it take to cook roast beef,cook_time,-1.603814,17.442446
can you show me how to change the oil in my car,oil_change_how,-2.466518,-2.7847643
"it turns out i have had pizza in the fridge since monday, so is it safe to eat",food_last,0.2315104,15.548479
do you know any fun facts about australian football,fun_fact,11.298156,12.959144
i would like to cancel my reservation for nenuco's restaurant to x- tapas,cancel_reservation,11.732725,4.3404727
is it still safe to consume the cake she backed last thursday,food_last,0.17113277,15.7022505
adjust the volume to level 4,change_volume,6.112472,-9.245742
what can i do in nashville,travel_suggestion,13.6736965,15.374973
explain to me the trivia on twilight,fun_fact,10.235243,13.44177
when will my car need an oil change,oil_change_when,-5.175899,5.6923127
delete the hair appointment i had scheduled on may 1st pleae,calendar_update,19.248343,4.6073685
decrease your decibel level,change_volume,8.354894,-6.9079976
cancel that last thing,cancel,11.286677,-3.7724583
what do people in sioux falls do for fun,travel_suggestion,13.160053,15.547484
when should i change my oil again,oil_change_when,-4.3810387,6.0452933
when do i need you change my oil,oil_change_when,-4.7264414,6.046767
what events are on my calendar for april 1st,calendar,18.830975,5.9705524
how do i do an oil change,oil_change_how,-2.3055081,-3.8099194
tell me something funny about politics,tell_joke,8.951917,11.803692
tell me how long milk stays good in the fridge,food_last,-0.11733618,14.336274
how long does it take to make lasagna,cook_time,-0.6076363,17.78838
cancel my reservations for joe's at zepher right now,cancel_reservation,10.827635,4.1756144
what sites are there to see when in evans,travel_suggestion,13.818513,15.531264
how much time do i need to make the chicken,cook_time,-1.1829273,17.576761
quit talking,cancel,9.503836,-4.319873
stop what you're doing,cancel,10.360284,-3.674563
tell me a joke about the subject of sailing,tell_joke,9.214316,11.307418
cancel,cancel,11.27118,-3.7118807
how long should i cook chicken thighs,cook_time,-1.2164716,17.720688
take lunch with steven off of my calendar,calendar_update,17.03675,5.4328933
can you give me an overview of what march 23 will look like for me,calendar,18.822138,6.5848517
how long should i cook steak for,cook_time,-0.38058794,16.918217
how long does it take milk to expire,food_last,0.20329529,14.170423
i need to add farm trip to my calendar for friday,calendar_update,16.571732,4.7283063
louder please,change_volume,9.351906,-6.987805
after how long should i change my oil,oil_change_when,-3.9838426,6.181022
"what do i have on my calendar today, the 3rd",calendar,18.225634,6.4656825
"please, recite to me some good one liners",tell_joke,8.583432,11.323611
tell me something funny,tell_joke,8.882652,11.88754
would you like to tell me a joke,tell_joke,9.048266,10.718845
give me some awesome travel destinations,travel_suggestion,13.387159,16.961779
how do i change oil on a car,oil_change_how,-2.6635835,-2.704381
let's whisper,whisper_mode,11.052952,-7.328987
can you change to the whisper voice setting,whisper_mode,11.940538,-7.9814816
read me cat trivia,fun_fact,9.906341,12.656737
what is today's fun fact,fun_fact,11.240065,12.948611
can you turn the volume to 4,change_volume,6.33011,-9.476878
what are some fun things i can partake in in atlanta,travel_suggestion,13.442769,15.536347
turn up your volume,whisper_mode,8.471479,-7.5077357
please unreserve that table,cancel_reservation,12.184051,4.0543704
when's the next time i should go for an oil change,oil_change_when,-4.6239076,5.2697554
erase all events on friday from my calendar,calendar_update,17.836166,4.7543344
do you know any trivia about the ocean,fun_fact,10.789975,13.363167
i need to put my appointment for tomorrow on my calendar,calendar_update,19.360365,4.779866
please increase your speaker volume,change_volume,8.924115,-7.7827225
use your whispering voice,whisper_mode,10.547698,-7.3598127
how will i change my car's oil,oil_change_how,-2.8211775,-2.8445115
what are some tourist sites to see in ann arbor,travel_suggestion,13.0950365,16.028692
can my volume be increased,change_volume,8.591792,-6.8621554
can you tell me fun facts about lighthouses,fun_fact,11.07726,13.27527
"switch to whisper mode, please",whisper_mode,11.488715,-8.477129
any unique trivia about beats headphones,fun_fact,10.353685,13.373209
undo the last event on my calendar,calendar_update,17.532656,4.900015
what should i do in bangor,travel_suggestion,12.979471,15.124815
cancel the reservation at olive garden for tommy,cancel_reservation,11.871741,4.4574347
how long will it take to make an omelet,cook_time,-0.96978426,17.513695
give me a joke about horses,tell_joke,9.943004,11.935173
milk will go bad in my fridge when,food_last,-0.09960262,14.353102
when is an oil change needed by me,oil_change_when,-4.7954707,5.992586
please stop talking,cancel,9.623063,-4.3117256
whisper for me,whisper_mode,11.057184,-7.3584175
tell me an axolotl fact,fun_fact,10.984476,12.752537
tell me something interesting about new york state,fun_fact,12.871233,15.52501
"i need a tutorial to learn how to change my oil, please",oil_change_how,-1.8217096,-3.689651
when to change my oil,oil_change_when,-4.4899163,5.913351
can you tell me what my calendar is like for thursday the 14th,calendar,18.024984,6.3836
could you please tell me a good joke,tell_joke,8.93378,10.955115
oil changes are typical done how often,oil_change_when,-4.554438,6.6104293
make the sound of my speaker greater,change_volume,8.916741,-7.7576995
what oil should i use and how do i change it,oil_change_how,-3.0021248,-3.9120994
what's the best place to visit in arizona,travel_suggestion,13.336034,14.884267
please take off my calendar on saturday the 6th birthday party for john,calendar_update,17.444479,5.4345245
how long do i need to cook lasagne for,cook_time,-0.608378,17.770567
how do i change the oil in a car,oil_change_how,-2.7206352,-2.6842577
where should i travel if i want to visit some history museums,travel_suggestion,13.346057,16.915125
tell me how long can i keep pizza in the freezer for before it goes bad,food_last,-0.5556256,15.562849
can you turn up the volume for your speaker,change_volume,8.670435,-7.8622437
can you do some research about the best places to travel,travel_suggestion,13.380198,16.948627
please schedule an event called 'nadine's baby shower' on my calendar,calendar_update,17.978329,5.3534985
i need to know the preparation time required for fried chicken,cook_time,-1.1444817,17.48351
when will i need my next oil change,oil_change_when,-4.816154,5.4291825
when will my car need new oil,oil_change_when,-5.123894,5.7108893
take me out of whisper mode,whisper_mode,12.340764,-8.63431
walk me through the steps involved in changing my oil,oil_change_how,-2.1120157,-3.6806078
please turn your speaker volume up,change_volume,8.619115,-7.717084
what items do i have on my calendar for easter,calendar,18.297789,6.3354273
let's use whisper voice,whisper_mode,10.859953,-7.5873833
remove my dinner reservation,cancel_reservation,12.295086,4.361136
i need to change my oil and have no idea how to do it,oil_change_how,-2.4462953,-3.9915426
what's in the books for april 30th,calendar,18.850409,6.0538273
i need to cancel my reservations,cancel_reservation,11.048391,4.282284
read me my schedule for march 2,calendar,18.769138,6.2770057
turn to whisper mode,whisper_mode,11.864467,-8.498764
could you tell me what fun tourist things i could do in tokyo,travel_suggestion,12.709451,16.179441
say something funny,tell_joke,8.869256,11.8987055
can you share something funny about traveling,tell_joke,9.007538,11.860337
"cancel my reservation for dinner this saturday, please",cancel_reservation,12.087908,4.2629538
how long will tofu last in the freezer before it expires,food_last,-0.10047245,15.415948
can you please turn the volume to 4,change_volume,6.11717,-9.343915
i made a reservation under mark hamil at the emporium that i don't need any more,cancel_reservation,10.858798,5.103925
does the calendar already have easter noted on it,calendar,18.121347,6.1589017
what do i have going on on my calendar for march 18th,calendar,18.71807,6.6016397
give me some recommendations of good tourist attractions in montreal,travel_suggestion,12.977603,16.21541
halt that immediately,cancel,10.820489,-2.9992816
can you switch to whisper mode,whisper_mode,12.175584,-8.191331
friday needs to be clear on my calendar,calendar_update,17.683859,5.7758503
how long should i cook country fried potatoes for,cook_time,-0.55288655,17.03315
what is the due date for my next oil change,oil_change_when,-5.146295,5.0670424
remove meeting with carla from the calendar,calendar_update,17.53693,4.916119
how soon until the milk expires,food_last,0.18604504,14.201638
is there anything fun to do in berlin,travel_suggestion,12.806861,16.117872
add meeting with carla to my schedule for july 4,calendar_update,18.538094,5.1655936
what is the expiration date for those eg,food_last,0.3245827,14.199415
i need step by step instructions on how to change the oil in my car,oil_change_how,-2.2965407,-2.8642452
"it's been 3 years since i changed my oil, how long until i have to deal with it",oil_change_when,-3.8884826,6.113823
switch off whisper mode,whisper_mode,12.386063,-8.497698
what's a good place to travel to,travel_suggestion,13.459701,17.022436
cut carrots can stay in the fridge for how long before going bad,food_last,-0.48565996,15.425013
what is the time frame for changing oil,oil_change_when,-4.0977917,6.112085
change to normal vocals mode,whisper_mode,11.89844,-8.033252
what festivals are there to see in paris,travel_suggestion,13.034607,16.269997
"can you remove that event from my calendar, please",calendar_update,17.469257,4.8910418
i need a good laugh,tell_joke,8.928854,11.553878
"what are some fun things to do in butte, montana",travel_suggestion,13.211981,15.564808
bananas expire in how long,food_last,0.2550648,14.562712
whats the procedure to cancel it,cancel,11.178903,-3.6356995
i got to remove fishing from my calendar for soccer,calendar_update,17.07449,4.4880476
what's on my calendar on march 10th,calendar,18.562572,6.3160596
change to whisper mode,whisper_mode,12.097747,-8.209326
i want to change the oil in my car but i do not know how to do it can you help,oil_change_how,-2.5559337,-2.6838517
"i need to cancel my reservation after all, please",cancel_reservation,11.130008,4.3544774
do you have anything funny to tell me,tell_joke,8.810681,11.769842
when does milk will go bad,food_last,0.050375696,14.271396
i need to add iep meeting to my calendar on april 15th,calendar_update,18.818836,5.118522
raise the volume,change_volume,8.464964,-6.8009768
please cancel my 7:30 reservation for morton's,cancel_reservation,11.158854,4.405134
i want you to cancel my reservation for 5 at red robin,cancel_reservation,11.373411,3.3194797
when should i change my oil,oil_change_when,-4.4320364,5.7913694
my reservation for dinner needs to be canceled,cancel_reservation,12.133693,4.3592873
did i had my wife and mine anniversary to my calendar,calendar,17.726318,5.5406737
i gotta know when should i get my oil changed next,oil_change_when,-4.4749794,5.461971
tell me something funny about horses,tell_joke,9.830467,12.022555
speak up,change_volume,9.498034,-4.393953
mark my calendar that i will be meeting steven on march 5,calendar_update,18.322233,5.58632
how long do cheeseburgers take to make,cook_time,-0.6796776,16.658272
how long should i cook a glazed ham,cook_time,-1.6160116,15.979677
please adjust your settings,change_volume,11.390611,-8.590851
go ahead and put the volume to 4,change_volume,6.1967573,-9.397389
tell me what's on my calendar for march 22nd,calendar,18.696405,6.445549
i want you to switch to whisper mode,whisper_mode,11.65249,-8.356285
do i have anything on my calendar for may 3,calendar,18.609913,6.074955
take the doctor appointment off my calendar please,calendar_update,19.397423,4.6815553
what funny joke do you know,tell_joke,8.359614,11.083596
turn your voice box down,change_volume,8.652284,-7.701423
how much time does it take to boil an egg,cook_time,0.60442144,16.715902
i want to hear your best joke,tell_joke,8.971949,10.92943
can you make a note for my next oil change,oil_change_when,-1.9306521,-3.6458433
what length of time is safe for consuming leftover meatloaf stored in the fridge,food_last,-0.44647172,15.878856
could you please raise your volume,change_volume,8.733853,-6.999261
tell me something neat about slinkies,fun_fact,10.802035,12.996859
i want my schedule for march 2,calendar,18.658102,6.2697725
"you can remove the play date from my calendar for feb 18, 2019",calendar_update,17.303713,4.834215
find instructions on how to change my oil,oil_change_how,-1.9528968,-3.8205683
in how many miles do i need to schedule my oil change,oil_change_when,-3.85837,5.749753
do you know any fun facts about shampoo,fun_fact,10.949315,12.950653
is it ok to eat alfredo that's been in the fridge since last sunday,food_last,0.1736355,15.594166
what's the usual time for tuna casserole,cook_time,-1.1617439,16.655306
i'm in the mood for a joke,tell_joke,9.079369,10.628471
decrease volume level,change_volume,8.337265,-6.8586087
i want manual on how to change oil,oil_change_how,-1.9229826,-3.8507302
am i ready for an oil change soon,oil_change_when,-4.929803,5.244103
cancel my reservation for chris at jp field's,cancel_reservation,11.420785,4.368092
i have to cancel my reservation,cancel_reservation,11.106904,4.4383893
when am i next having a meeting in december,calendar,18.80594,5.3197665
give me instructions for changing the oil in a 2015 passat,oil_change_how,-1.9371495,-3.7941253
i wish to cancel my reservation for fred at red robin,cancel_reservation,11.327348,3.3070412
abort it,cancel,11.016419,-3.2692826
"my car's been throwing cels that i think are oil related, so i'm wondering if it's time to take it in or not",oil_change_when,-4.9376903,5.746637
turn it up please,change_volume,8.471424,-7.5134797
"is there anything fun to do in manassas, virginia",travel_suggestion,13.265416,15.488469
when should my oil get changed,oil_change_when,-4.526956,5.9578276
i gotta know what is currently on my calendar for friday the 1st,calendar,17.595894,6.5370855
speak louder please,change_volume,9.542922,-6.857688
switch over to whisper mode,whisper_mode,12.079477,-8.224485
at what point should the oil be changed again,oil_change_when,-4.4269576,6.1726546
what's something interesting to do kentucky,travel_suggestion,13.486384,15.201172
do i have any calendar entries for march 8th,calendar,18.419334,5.85551
scrap that dinner reservation,cancel_reservation,12.421011,4.237802
tell me how to change the oil in 2014 odyssey,oil_change_how,-2.4648192,-4.072474
i wanna know something funny,tell_joke,8.964386,11.811777
i'd like it to be louder,change_volume,9.218871,-7.054407
what is the date of my next scheduled dentist appointment,calendar,19.295153,4.791377
please clear entries on my calendar for the 1st,calendar_update,18.199562,4.5464807
what is the duration of time cookies should be in the oven,cook_time,-1.6604733,16.519142
please cancel my reservation,cancel_reservation,11.138357,4.4203706
"if i go to evans, what should i do",travel_suggestion,13.805701,15.533556
is bowling on my calendar,calendar,17.966917,5.6951766
how long does it take to cook hot pockets,cook_time,-1.0555766,16.949423
i need to add something to my calendar for next tuesday,calendar_update,17.756714,5.9290233
"i want to change my oil if you can tell me what to do, and what kind do i get",oil_change_how,-2.9100673,-3.904393
please speak with the whisper voice,whisper_mode,10.94779,-7.449599
what do i have planned on 3/15,calendar,18.528378,6.65802
i wanna remove fishing from my calendar for soccer,calendar_update,17.08343,4.487583
i don't know how to change my oil or what type i need,oil_change_how,-2.8258173,-3.9674437
i want a cancellation of the dinner reservation for phillips at bernardin's,cancel_reservation,12.0946245,4.280365
do you think arizona has plenty of bike routes,travel_suggestion,13.321801,14.883303
do i need to change my oil soon,oil_change_when,-4.624961,5.887453
how long do i cook this for,cook_time,-1.2904243,17.017382
let me know my march 2 calendar,calendar,18.739897,6.1738024
how long is it safe to leave shrimp in the fridge,food_last,-0.79896325,15.861414
how long does bread last,food_last,-0.91141534,15.956867
"ai, cancel that last request",cancel,10.907042,-4.0080357
"can you give me some fun suggestions for tourists to check out in las vegas, please",travel_suggestion,12.956841,15.928068
can you tell me the steps to change the oil in my car,oil_change_how,-2.4637673,-2.5705364
can you share some trivia with me about us history,fun_fact,10.149991,13.355435
set the volume to 4 now,change_volume,6.2652993,-9.508854
not so loud,change_volume,9.455483,-7.012872
do i have plans on 12/03/2019,calendar,18.591736,6.078759
say a fun fact about mt everest,fun_fact,11.483497,13.281677
the steak must go under the broiler for how long,cook_time,-0.37734482,16.926823
increase volume,change_volume,8.530273,-6.8159814
read my calendar events,calendar,18.041187,5.4819
lower your voice box,change_volume,8.70327,-7.633751
go now and increase the volume to 4 please,change_volume,6.0013676,-9.157719
just trash the reservation i made please,cancel_reservation,11.156127,4.706635
what is some trivia about frog,fun_fact,10.239529,12.7502
make a switch to whisper mode,whisper_mode,12.155955,-8.236849
i want to practive changing oil,oil_change_how,-2.4331143,-4.0366592
tell me some trivia about sweat,fun_fact,10.332253,13.387319
search my calendar for birthday,calendar,17.902424,5.882749
cancel my reservation for 3 at carlos jr,cancel_reservation,11.150429,4.4036894
cancel current process,cancel,11.031191,-3.001271
what is the longest i can leave meatballs in sauce in the freezer before it is no longer safe to eat,food_last,-0.48719925,15.829124
turn whisper mode off,whisper_mode,12.399961,-8.529366
please cancel my reservation for 5 at red robin,cancel_reservation,11.411485,3.3319056
what time should i cook noodles for,cook_time,-1.1430328,17.059679
"trivia about something,tell me some",fun_fact,10.306763,13.337593
when do i need to change my motor oil again,oil_change_when,-4.535324,6.2297974
when do i need to change the oil again,oil_change_when,-4.4563804,6.1979775
i have to add farm trip to my calendar for friday,calendar_update,16.569605,4.7239237
abort mission,cancel,11.006674,-3.1870792
what is the most amount of time that is considered safe to store uncooked chicken in the fridge,food_last,-0.014626105,16.057154
say something hilarious,tell_joke,8.987293,11.94674
whisper from here on out please,whisper_mode,11.090105,-7.392052
what is the shelf life for beef in the freezer,food_last,-0.39794606,15.8795395
can you go to the whisper voice,whisper_mode,10.950504,-7.6489334
please turn on whisper mode,whisper_mode,11.535568,-8.546373
i wanna know what is currently on my calendar for friday the 1st,calendar,17.619347,6.519165
i'd like to hear a joke,tell_joke,9.050504,10.59616
tell me things i can do in chicago,travel_suggestion,13.32592,15.864082
when should change oil tell me please,oil_change_when,-4.482648,5.830222
what is a fun fact about mt everest,fun_fact,11.481285,13.262207
tell me a fun fact about tigers,fun_fact,10.364237,12.612344
i need a clear calendar for april 15,calendar_update,18.32403,5.0501523
can you add an event to my calendar,calendar_update,17.978199,5.4245296
what is the expiration date for honey,food_last,0.32455012,14.153532
please add final exams to my calendar for may 2,calendar_update,18.32851,5.9244165
i need interesting baseball trivia from the nineteen eighties,fun_fact,10.218182,13.441263
the reservation i created is not necessary anymore,cancel_reservation,10.828195,5.110312
name some awesome things about dogs,fun_fact,10.218545,12.103302
can you check when i'm next due for an oil change,oil_change_when,-5.1694417,4.9610004
tell me any events scheduled on my calendar for april 15,calendar,18.788195,5.9340143
what is on march 2 calendar,calendar,18.708353,6.1693926
how long do i cook the chicken roast,cook_time,-1.4435741,17.523355
what's on my calendar for march 01,calendar,18.654501,6.3495655
stop please,cancel,10.112698,-3.9312193
remove wrestlemania from my calendar for may 7th,calendar_update,17.415222,4.8144484
give me a joke about water,tell_joke,9.139484,11.155557
does my calendar have anything for january 1st,calendar,18.576958,5.911359
what can i do in evans,travel_suggestion,13.832173,15.510673
how long will chicken last in the freezer,food_last,-0.09976898,16.041077
clear my calendar for september 6th,calendar_update,18.09157,4.579288
how much time do i need to prepare chicken,cook_time,-1.2112334,17.58824
stop speaking,cancel,9.509453,-4.3551335
let me know some things i can do in dallas,travel_suggestion,13.352174,15.413128
i want your volume decreased please,change_volume,8.44118,-6.983096
change out of whisper mode,whisper_mode,12.234241,-8.263077
i need guidance on changing my oil,oil_change_how,-2.6050415,-3.9149222
communicate trivia about lebron james,fun_fact,10.024676,13.900016
how often should i have my oil changed,oil_change_when,-4.5395617,6.6625767
what kinds of fun touristy things are there to do in boston,travel_suggestion,12.709378,15.789955
